;;;3.7271e+65;3.7271e+65;2.50043e+132; 1;1001;nan;nan;nan; 1;1001;0.995955;2.99485;0.000380802; 1;61;61
;;;1.00047;2.9995;4.77044e-07; 280;11;1.00001;2.99999;1.37972e-10; 155;6;1;3;5.83992e-20; 110;3;3
4.8707;-4.80762;;1.0062;2.9938;7.67815e-05; 1;65;1.00102;2.999;2.0418e-06; 1;25;1.00822;2.98343;0.000621371; 1;120;120
;;;6.55502e+64;6.55502e+64;7.73428e+130; 1;1001;0.999319;3.00073;1.00157e-06; 1;37;1.00301;2.99392;8.35112e-05; 1;56;56
;;;1.00126;2.99884;2.96273e-06; 456;19;0.999997;3;1.34899e-11; 127;5;1;3;1.16781e-21; 111;3;3
-0.0284104;-8.45341;;1.00615;2.99385;7.55377e-05; 1;64;1.00105;2.99895;2.22099e-06; 1;25;0.998311;2.98119;0.00203747; 1;125;125
;;;2.07824e+65;2.07824e+65;7.77433e+131; 1;1001;1.00065;2.99929;9.30808e-07; 1;26;0.99938;2.9931;0.000274271; 1;58;58
;;;1.00015;2.99986;4.37562e-08; 278;11;1.0001;2.99989;2.23709e-08; 142;6;1;3;7.50207e-14; 57;2;2
-0.184126;-3.07954;;1.00603;2.99397;7.28108e-05; 1;57;1.00108;2.99886;2.48704e-06; 1;23;0.996401;2.98152;0.00230379; 1;113;113
;;;1.20941e+65;1.20941e+65;2.63281e+131; 1;1001;1.00049;2.9995;4.95324e-07; 1;26;0.998648;2.99306;0.000325141; 1;53;53
;;;1.00001;2.99984;1.13382e-07; 203;8;1.00001;2.99998;4.33623e-10; 162;6;1;3;2.50476e-21; 111;3;3
-6.28093;-0.426203;;0.994135;3.00587;6.88071e-05; 1;55;0.99866;3.00134;3.59811e-06; 1;22;0.982877;2.99194;0.00289427; 1;118;118
;;;1.78275e+65;1.78275e+65;5.72075e+131; 1;1001;0.999298;3.00063;9.07705e-07; 1;27;0.993562;2.99697;0.000409131; 1;55;55
;;;0.999769;3.00024;1.08821e-07; 176;7;1;3;2.01593e-12; 122;5;1;3;1.31622e-14; 58;2;2
-4.76986;4.99304;;0.993722;3.00628;7.8814e-05; 1;61;0.998444;3.00146;4.59742e-06; 1;23;0.982464;3.00606;0.000871251; 1;113;113
;;;6.28845e+64;6.28845e+64;7.11803e+130; 1;1001;nan;nan;nan; 1;1001;0.993412;3.00228;0.000122962; 1;53;53
;;;0.999134;3.00091;1.58537e-06; 318;13;0.999964;3.00003;2.32436e-09; 157;6;1;3;6.12279e-15; 59;2;2
2.17874;9.95712;;0.994231;3.00577;6.65576e-05; 1;59;0.99873;3.00133;3.41137e-06; 1;23;1.00307;3.01813;0.00213589; 1;116;116
;;;-1.35463e+65;-1.35463e+65;3.30304e+131; 1;1001;0.99952;3.00048;4.57375e-07; 1;26;1.00118;3.00699;0.000317564; 1;54;54
;;;0.999895;3.0001;2.15131e-08; 227;9;0.999997;3;3.99425e-11; 119;5;1;3;1.6109e-13; 59;2;2
-2.47668;-9.05603;;1.00624;2.99376;7.79739e-05; 1;62;1.00132;2.9986;3.71215e-06; 1;24;0.994847;2.98213;0.00246593; 1;127;127
;;;2.58621e+65;2.58621e+65;1.20393e+132; 1;1001;1.00065;2.99941;7.78347e-07; 1;28;0.998157;2.99361;0.000315602; 1;59;59
;;;1.00016;2.99984;5.32654e-08; 220;9;1.00003;2.99997;1.54549e-09; 150;6;1;3;1.75774e-21; 112;3;3
-2.04509;4.8052;;0.994022;3.00598;7.14746e-05; 1;57;0.998728;3.00126;3.19676e-06; 1;22;0.983729;3.00965;0.000533344; 1;102;102
;;;2.06443e+64;2.06443e+64;7.6714e+129; 1;1001;1.00057;2.99935;7.64964e-07; 1;21;0.994202;3.00344;6.77164e-05; 1;49;49
;;;0.998658;3.00148;4.07037e-06; 533;21;0.999995;3.00001;5.4259e-11; 131;5;1;3;1.90123e-17; 65;2;2
3.18587;-5.26355;;1.00616;2.99384;7.58921e-05; 1;64;1.00136;2.99856;3.93935e-06; 1;24;1.00464;2.98246;0.000994713; 1;120;120
;;;1.01194e+65;1.01194e+65;1.84324e+131; 1;1001;1.00068;2.99928;9.83203e-07; 1;22;1.0017;2.99357;0.000133688; 1;56;56
;;;1.00033;2.99968;2.10483e-07; 329;13;1.00006;2.99995;5.91582e-09; 152;6;1;3;1.02356e-21; 113;3;3
1.63515;-6.20249;;1.0058;2.9942;6.72657e-05; 1;64;1.00135;2.99856;3.91774e-06; 1;24;1.00128;2.98144;0.00153954; 1;121;121
;;;1.42647e+65;1.42647e+65;3.66268e+131; 1;1001;0.99955;3.00047;4.30073e-07; 1;36;1.00049;2.99284;0.000229266; 1;56;56
;;;1.00022;2.99979;9.12122e-08; 277;11;0.999873;3.00026;1.53966e-07; 94;4;1;3;2.33244e-14; 58;2;2
9.50049;6.50436;;1.00616;2.99384;7.58374e-05; 1;57;1.00123;2.99883;2.88451e-06; 1;23;1.01714;3.00707;0.00268731; 1;121;121
;;;-1.99882e+65;-1.99882e+65;7.19152e+131; 1;1001;nan;nan;nan; 1;1001;1.00661;3.00273;0.000400188; 1;56;56
;;;1.00014;2.99974;1.4983e-07; 98;4;1;3;2.28924e-12; 122;5;1;3;5.01932e-16; 64;2;2
3.03848;5.67787;;0.994166;3.00583;6.80659e-05; 1;38;0.998467;3.00157;4.816e-06; 1;17;1.01147;3.01506;0.00317307; 1;101;101
;;;-7.85278e+64;-7.85278e+64;1.10999e+131; 1;1001;1.00054;2.99939;6.80133e-07; 1;25;1.00441;3.00579;0.000469513; 1;48;48
;;;0.998757;3.00116;2.91628e-06; 294;11;0.999239;3.00082;1.2703e-06; 94;4;1;3;9.58174e-15; 65;2;2
7.76618;0.659027;;1.00597;2.99403;7.11691e-05; 1;63;1.00123;2.99884;2.86677e-06; 1;24;1.01763;2.9939;0.000879938; 1;116;116
;;;-7.36802e+64;-7.36802e+64;9.7718e+130; 1;1001;nan;nan;nan; 1;1001;1.0068;2.99765;0.000130829; 1;54;54
;;;1.00076;2.9992;1.22234e-06; 318;13;1.00005;2.99995;5.05477e-09; 155;6;1;3;1.05191e-14; 59;2;2
0.535475;7.54851;;0.993821;3.00618;7.63514e-05; 1;57;0.998991;3.00106;2.16449e-06; 1;23;0.998079;3.01881;0.00149781; 1;107;107
;;;-6.79988e+64;-6.79988e+64;8.32291e+130; 1;1001;0.999537;3.00051;4.76897e-07; 1;26;0.999315;3.00671;0.000190475; 1;51;51
;;;0.999516;3.00047;4.54562e-07; 229;9;0.999997;3;2.43754e-11; 131;5;1;3;2.24685e-18; 63;2;2
4.29703;-0.808051;;1.00575;2.99425;6.60229e-05; 1;61;1.00155;2.99838;5.03153e-06; 1;22;1.0123;2.98579;0.000367804; 1;109;109
;;;8.50852e+63;8.50852e+63;1.30311e+129; 1;1001;0.999362;3.00063;7.98697e-07; 1;27;1.00428;2.99506;4.44702e-05; 1;52;52
;;;1.00136;2.99843;4.47038e-06; 746;30;1.0019;2.99788;8.29272e-06; 68;3;1;3;7.09254e-23; 115;3;3
6.19016;8.96647;;0.994263;3.00574;6.58322e-05; 1;40;0.998728;3.00133;3.40192e-06; 1;18;1.01221;3.01403;0.00309944; 1;118;118
;;;-1.85759e+65;-1.85759e+65;6.21117e+131; 1;1001;1.0006;2.99944;6.77168e-07; 1;31;1.00459;3.00528;0.000438133; 1;55;55
;;;0.999997;3.00007;2.27025e-08; 104;4;1.00011;2.99989;2.52815e-08; 72;3;1;3;1.00705e-20; 113;3;3
2.15653;1.39573;;1.00576;2.99424;6.64139e-05; 1;52;1.00152;2.99858;4.37122e-06; 1;20;1.01086;2.98493;0.000415914; 1;91;91
;;;7.45492e+63;7.45492e+63;1.00036e+129; 1;1001;0.999307;3.00066;9.18426e-07; 1;19;1.00417;2.99421;6.13455e-05; 1;44;44
;;;1.00186;2.9984;6.26413e-06; 682;27;1;3;1.72423e-11; 143;5;1;3;1.06672e-15; 64;2;2
-9.04447;8.9087;;0.99383;3.00617;7.61456e-05; 1;68;0.998675;3.00136;3.60629e-06; 1;25;0.984329;3.00922;0.000497109; 1;126;126
;;;6.8861e+64;6.8861e+64;8.53532e+130; 1;1001;1.00044;2.99952;4.31778e-07; 1;23;0.993948;3.00356;7.41469e-05; 1;58;58
;;;0.99934;3.00062;8.2777e-07; 369;15;1.00093;2.9991;1.68692e-06; 461;20;1;3;1.20878e-22; 111;3;3
1.12494;5.7707;;0.993864;3.00614;7.53021e-05; 1;51;0.998736;3.00118;3.01612e-06; 1;21;1.00082;3.01818;0.00177441; 1;98;98
;;;-4.82128e+64;-4.82128e+64;4.18405e+130; 1;1001;0.999331;3.0007;9.34693e-07; 1;24;1.00031;3.00681;0.000249229; 1;47;47
;;;0.999794;3.0002;8.19852e-08; 189;7;0.999978;3.00002;9.56428e-10; 162;6;1;3;2.89871e-16; 65;2;2
-6.12053;0.379926;;0.993837;3.00616;7.59703e-05; 1;56;0.998903;3.00104;2.29981e-06; 1;23;0.982373;2.99351;0.00267848; 1;117;117
;;;1.62182e+65;1.62182e+65;4.73455e+131; 1;1001;0.999309;3.00071;9.76492e-07; 1;27;0.993704;2.99768;0.000341711; 1;55;55
;;;0.9999;3.0001;1.96893e-08; 116;5;1.00019;2.99972;1.43724e-07; 97;4;1;3;8.75641e-14; 59;2;2
-8.40911;9.73873;;0.993754;3.00625;7.80154e-05; 1;68;0.998739;3.0013;3.27431e-06; 1;25;0.98532;3.01051;0.000395467; 1;126;126
;;;4.44621e+64;4.44621e+64;3.55839e+130; 1;1001;1.00043;2.99953;4.05352e-07; 1;22;0.994331;3.00406;5.89863e-05; 1;58;58
;;;0.997929;3.00179;7.81125e-06; 787;33;0.996876;3.00293;1.84911e-05; 652;30;1;3;6.15195e-17; 59;2;2
1.01643;7.10224;;0.993783;3.00622;7.73041e-05; 1;55;0.998741;3.00124;3.12538e-06; 1;22;1.00008;3.01879;0.00177726; 1;105;105
;;;-6.85763e+64;-6.85763e+64;8.46489e+130; 1;1001;1.00024;2.9997;1.6774e-07; 1;43;1.00003;3.00687;0.000237717; 1;50;50
;;;0.999645;3.00035;2.50043e-07; 171;7;0.999998;3;8.25604e-12; 139;5;1;3;1.23268e-14; 60;2;2
-5.29571;-0.324562;;0.993798;3.0062;7.69203e-05; 1;52;0.998955;3.00104;2.18076e-06; 1;22;0.983595;2.99134;0.00285787; 1;116;116
;;;1.60179e+65;1.60179e+65;4.6183e+131; 1;1001;0.999311;3.00068;9.43587e-07; 1;26;0.993674;2.99666;0.000424908; 1;54;54
;;;0.999411;3.00061;7.18154e-07; 171;7;0.999993;3.00001;1.01522e-10; 165;6;1;3;3.47713e-20; 111;3;3
6.42118;9.47946;;0.993665;3.00634;8.02686e-05; 1;42;0.998815;3.00121;2.88112e-06; 1;19;1.01211;3.01448;0.00318385; 1;119;119
;;;-1.98147e+65;-1.98147e+65;7.06721e+131; 1;1001;0.999482;3.00058;6.20352e-07; 1;23;1.00422;3.00504;0.000386184; 1;56;56
;;;0.999308;3.00072;1.00196e-06; 235;9;1.00073;2.99933;9.94093e-07; 92;4;1;3;1.70291e-21; 117;3;3
-1.69368;5.30131;;0.993844;3.00616;7.5803e-05; 1;57;0.998859;3.0011;2.51754e-06; 1;22;0.985607;3.0123;0.000375948; 1;102;102
;;;6.53302e+63;6.53302e+63;7.68246e+128; 1;1001;nan;nan;nan; 1;1001;0.994871;3.00438;4.77325e-05; 1;49;49
;;;0.998213;3.00152;5.78809e-06; 767;30;1.00065;2.99933;8.81327e-07; 71;3;1;3;1.23029e-15; 61;2;2
0.825982;9.87037;;0.993671;3.00633;8.01232e-05; 1;60;0.998547;3.00153;4.47276e-06; 1;23;0.999523;3.01884;0.00170484; 1;115;115
;;;-1.11495e+65;-1.11495e+65;2.23761e+131; 1;1001;1.00063;2.99944;7.3083e-07; 1;31;0.999825;3.0069;0.000228762; 1;54;54
;;;0.999818;3.00018;6.42115e-08; 283;11;0.999964;3.00004;2.94693e-09; 158;6;1;3;2.94827e-15; 61;2;2
3.23822;-8.02346;;1.00633;2.99367;8.02007e-05; 1;66;1.00123;2.99878;3.02153e-06; 1;25;1.00368;2.9819;0.00117392; 1;125;125
;;;1.46275e+65;1.46275e+65;3.85136e+131; 1;1001;nan;nan;nan; 1;1001;1.00135;2.99336;0.000158025; 1;58;58
;;;1.0001;2.9999;1.96262e-08; 265;11;1.00001;2.99999;3.28806e-10; 158;6;1;3;1.56445e-17; 58;2;2
-7.64304;3.72871;;0.993861;3.00614;7.53647e-05; 1;63;0.998639;3.00128;3.52072e-06; 1;24;0.981656;3.00155;0.00146754; 1;120;120
;;;1.31775e+65;1.31775e+65;3.12562e+131; 1;1001;0.999455;3.00052;5.66694e-07; 1;27;0.993275;3.00057;0.000197235; 1;56;56
;;;0.99979;3.00022;9.1271e-08; 278;11;0.999979;3.00002;8.45527e-10; 153;6;1;3;5.1276e-25; 117;3;3
6.83975;-1.81942;;1.00628;2.99372;7.89692e-05; 1;64;1.00114;2.99889;2.54274e-06; 1;24;1.01446;2.98807;0.000376838; 1;117;117
;;;-1.69886e+64;-1.69886e+64;5.19505e+129; 1;1001;0.999301;3.00065;9.18122e-07; 1;24;1.00516;2.99574;4.80756e-05; 1;55;55
;;;1.0016;2.99793;7.71163e-06; 850;35;1;3;4.67208e-11; 139;5;1;3;4.46311e-24; 115;3;3
-6.53113;3.07395;;0.99385;3.00615;7.5642e-05; 1;61;0.998341;3.00158;5.2637e-06; 1;23;0.981357;3.00018;0.00171072; 1;117;117
;;;1.24163e+65;1.24163e+65;2.77496e+131; 1;1001;1.00056;2.99943;6.39141e-07; 1;34;0.993341;3.00007;0.000218248; 1;55;55
;;;0.99983;3.00017;5.97102e-08; 279;11;0.999991;3.00001;1.60581e-10; 158;6;1;3;1.40508e-22; 116;3;3
2.08721;1.17508;;1.00608;2.99392;7.3895e-05; 1;52;1.0017;2.9984;5.49831e-06; 1;20;1.0097;2.98371;0.000532746; 1;92;92
;;;1.22829e+64;1.22829e+64;2.71568e+129; 1;1001;0.999585;3.00037;3.16503e-07; 1;21;1.00345;2.99421;6.74245e-05; 1;45;45
;;;1.00138;2.99874;3.54789e-06; 482;19;1.00001;2.99999;2.23159e-10; 133;5;1;3;5.15023e-15; 61;2;2
3.83051;-2.12731;;1.00579;2.99421;6.70856e-05; 1;62;1.00142;2.99849;4.34311e-06; 1;23;1.00906;2.9836;0.000567042; 1;112;112
;;;3.8242e+64;3.8242e+64;2.63241e+130; 1;1001;0.999525;3.00052;5.06622e-07; 1;67;1.00323;2.99415;7.22256e-05; 1;53;53
;;;1.00169;2.99844;5.32869e-06; 458;19;1;3;7.64166e-12; 134;5;1;3;4.83969e-17; 59;2;2
9.83269;-1.25405;;1.00625;2.99375;7.80988e-05; 1;66;1.00112;2.99885;2.58266e-06; 1;25;1.01692;2.99185;0.000660325; 1;122;122
;;;-7.62348e+64;-7.62348e+64;1.04612e+131; 1;1001;0.999439;3.0005;5.79229e-07; 1;53;1.00605;2.99709;8.43767e-05; 1;57;57
;;;1.00131;2.99858;3.78979e-06; 454;19;1.00003;2.99998;1.13724e-09; 157;6;1;3;7.04647e-15; 58;2;2
5.76281;-2.23594;;1.00589;2.99411;6.94868e-05; 1;64;1.00143;2.99849;4.36692e-06; 1;23;1.01241;2.98636;0.00034626; 1;116;116
;;;7.87771e+63;7.87771e+63;1.11705e+129; 1;1001;1.00057;2.99936;7.46415e-07; 1;14;1.00479;2.99474;5.14819e-05; 1;54;54
;;;1.00088;2.99904;1.72952e-06; 601;24;0.998292;3.00147;5.30138e-06; 68;3;1;3;9.54145e-16; 59;2;2
-0.223181;4.21703;;0.993712;3.00629;7.90819e-05; 1;50;0.998899;3.00111;2.43517e-06; 1;20;0.986598;3.01333;0.000357442; 1;88;88
;;;1.02354e+62;1.02354e+62;1.88573e+125; 1;1001;0.99935;3.00064;8.33045e-07; 1;12;0.994985;3.00499;5.0045e-05; 1;43;43
;;;0.999702;3.0003;1.81243e-07; 113;4;1.00027;2.99969;1.75017e-07; 83;3;1;3;3.48565e-17; 65;2;2
-7.90621;5.27686;;0.994067;3.00593;7.04074e-05; 1;65;0.998983;3.00103;2.09499e-06; 1;25;0.982042;3.00459;0.00105824; 1;121;121
;;;1.10379e+65;1.10379e+65;2.19305e+131; 1;1001;0.999608;3.00042;3.35434e-07; 1;23;0.99307;3.00177;0.00015759; 1;56;56
;;;0.999482;3.00054;5.61013e-07; 268;11;1;3;2.9072e-11; 126;5;1;3;1.17133e-20; 109;3;3
5.82575;9.72308;;0.993964;3.00604;7.28681e-05; 1;48;0.998502;3.00145;4.34324e-06; 1;20;1.01078;3.01502;0.00300475; 1;119;119
;;;-1.92289e+65;-1.92289e+65;6.65554e+131; 1;1001;0.999404;3.00067;8.23915e-07; 1;23;1.00427;3.00594;0.000470634; 1;55;55
;;;1;3.0001;5.07823e-08; 100;4;1.00031;2.99965;2.22351e-07; 97;4;1;3;3.89853e-14; 59;2;2
9.73253;4.45185;;1.00589;2.99411;6.93266e-05; 1;61;1.00115;2.99892;2.50323e-06; 1;24;1.01853;3.00308;0.00222194; 1;120;120
;;;-1.69571e+65;-1.69571e+65;5.17578e+131; 1;1001;1.00059;2.99941;6.95564e-07; 1;26;1.00679;3.00113;0.000298625; 1;56;56
